age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
26,M,1154,Célibataire,0,false,5100 RP 24
20,M,1207,En Couple,1,false,1995 KH 61
34,F,406,En Couple,3,false,8766 CN 82
21,M,407,En Couple,0,false,4622 XG 31
43,M,587,En Couple,1,false,5838 DV 95
58,F,504,Célibataire,0,false,8657 DT 33
63,F,1220,Célibataire,0,false,744 GA 72
43,M,580,En Couple,2,false,5078 SJ 81
25,Masculin,192,Seule,1,false,1378 CO 50
50,M,1338,En Couple,3,false,8648 IK 89
56,M,407,Célibataire,0,false,4061 ZF 43
28,F,1143,En Couple,0,true,2988 XT 23
75,F,208,Célibataire,0,false,2706 JZ 25
25,F,562,En Couple,2,false,6706 PV 30
61,M,570,En Couple,4,false,6278 GY 80
34,M,181,En Couple,1,false,8388 JT 55
59,M,156,Seule,3,false,5288 MY 77
-1,F,1168,Célibataire,0,false,5747 QA 83
48,M,513,Célibataire,0,false,9136 AV 71
54,M,412,Célibataire,0,false,2479 VN 57
57,M, ,En Couple,1,true,736 FJ 14
33,M,925,En Couple,2,false,7997 QC 51
26,F,958,En Couple,2,true,6052 SL 24
45,M,446,En Couple,4,false,4608 UG 73
80,M,1311,En Couple,0,false,1203 JT 63
34,F,579,En Couple,0,false,1778 WL 11
30,F,1104,En Couple,2,false,2973 AJ 18
51,M,1034,En Couple,1,false,9625 GN 51
49,M,1144,Célibataire,0,false,1468 NX 33
31,M,1093,Célibataire,0,false,5637 AY 24
26,M,938,En Couple,2,false,3973 AG 96
31,F,589,En Couple,4,true,9582 JE 62
34,M,426,En Couple,0,false,8966 KC 63
32,M,1377,En Couple,4,false,6967 MH 53
34,F,511,En Couple,0,true,7959 GM 75
 ,F,1349,Célibataire,0,false,5440 CL 42
20,M,592,En Couple,2,false,427 BM 39
82,F,478,En Couple,4,true,413 NO 41
73,M,568,Célibataire,0,false,9150 PS 53
49,F,489,En Couple,4,false,6593 IL 96
28,M,1310,En Couple,1,true,5077 GY 12
25,M,248,En Couple,4,false,2312 YX 42
58,M,530,En Couple,1,false,67 SN 32
40,M,448,En Couple,4,false,8278 XE 43
36,M,470,En Couple,4,false,7024 PV 68
24,F,402,En Couple,4,true,1002 UE 89
27,M,449,Célibataire,0,false,3425 WC 14
21,M,502,En Couple,0,false,943 PA 71
28,M,1299,Seule,2,false,5765 AO 44
51,M,470,Célibataire,0,false,5543 LZ 64
33,M,519,En Couple,4,false,5492 PH 87
80,M,901,En Couple,2,false,6464 YK 72
64,M,455,Célibataire,0,false,912 ZR 86
56,M,516,En Couple,3,false,7441 XY 72
28,M,437,En Couple,0,true,6165 XN 25
30,M,531,En Couple,4,true,475 LT 10
26,F,534,En Couple,2,false,7546 XM 20
44,M,491,Célibataire,0,false,9385 KW 75
34,M,701,Seule,2,false,3822 CI 59
78,M,918,En Couple,3,false,8594 FT 71
72,M,460,Célibataire,0,false,4718 BN 47
61,F,797,En Couple,0,false,6036 AR 11
18,M,1154,Célibataire,0,false,3899 NI 97
53,M,1335,En Couple,0,false,4824 ML 93
32,M,923,Célibataire,0,false,5894 LV 70
77,M,508,En Couple,1,false,4051 CA 89
33,F,970,En Couple,4,false,6598 MB 48
40,M,703,Célibataire,0,false,9008 QV 38
20,M,577,En Couple,2,false,2414 LE 59
57,M,805,Célibataire,0,false,9432 ED 30
84,F,754,Célibataire,0,false,6154 PS 42
43,F,508,Célibataire,0,false,3452 MY 46
59,M,596,En Couple,3,false,9519 EW 98
24,M,189,Célibataire,0,false,9319 VY 35
80,M,436,En Couple,0,false,5232 HX 66
27,M,551,Célibataire,0,false,3774 US 62
41,M,1232,Célibataire,0,false,1365 ZF 75
28,M,1114,Célibataire,0,false,8929 PB 74
18,F,549,En Couple,1,false,7075 KE 28
36,M,204,En Couple,1,false,6857 OU 63
30,F,244,En Couple,4,false,5705 VE 26
57,M,412,En Couple,3,false,7210 BG 81
34,M,702,Célibataire,0,false,3374 VL 90
38,M,186,En Couple,3,true,6304 DA 68
65,F,799,En Couple,0,false,7174 RM 68
59,M,436,Célibataire,0,false,1955 HO 54
81,F,474,Célibataire,0,false,540 AD 39
48,M,428,En Couple,3,false,6580 AZ 88
29,M,210,En Couple,3,false,8295 PI 79
68,M,173,Célibataire,0,false,591 KY 28
51,M,233,En Couple,1,false,406 WY 13
20,M,491,En Couple,3,false,7129 BB 66
57,M,479,Célibataire,0,false,6806 HA 86
57,F,213,En Couple,0,true,8274 CO 80
36,F,178,En Couple,4,false,9176 XH 72
22,F,472,Célibataire,0,false,6625 QL 40
65,M,968,En Couple,0,false,3229 XP 25
51,M,1152,En Couple,0,false,8732 OC 58
25,M,533,En Couple,0,false,6796 RH 24
20,M,708,En Couple,2,false,7903 PN 57
31,M,1241,En Couple,0,false,1800 IH 31
19,M,242,En Couple,1,true,273 BJ 79
20,M,492,En Couple,0,false,636 DT 70
51,M,533,Seule,1,false,5429 NS 54
21,M,1205,Célibataire,0,false,368 UL 57
24,M,1344,En Couple,0,true,6084 YK 77
29,F,559,En Couple,4,true,2211 QM 42
55,M,1077,En Couple,2,false,4965 HI 29
27,M,413,Célibataire,0,false,3408 WM 36
81,F,507,En Couple,4,false,4822 ZT 14
53,M,823,Célibataire,0,false,363 DX 35
46,M,1237,Marié(e),2,false,5602 RE 86
38,F,1123,Célibataire,0,false,7331 WQ 50
33,M,458,En Couple,2,false,5306 BI 76
38,M,203,En Couple,2,true,9279 VL 40
46,F,1391,En Couple,0,false,782 JK 57
21,M,1285,En Couple,3,true,3235 HX 56
75,M,517,En Couple,0,false,7444 HI 82
62,F,197,En Couple,2,false,9850 RE 72
57,M,1153,Seule,1,false,3404 AS 18
42,M,866,Marié(e),0,false,8810 YO 41
22,M,850,En Couple,2,false,8932 BA 78
37,M,510,En Couple,1,false,6453 JI 47
61,M,411,En Couple,1,false,2255 LR 76
24,F,1177,En Couple,4,false,8500 IP 68
41,F,1320,En Couple,3,false,2398 XC 71
24,M,157,En Couple,1,false,2332 LO 81
44,M,443,Célibataire,0,false,4105 TS 61
79,M,564,En Couple,3,false,2362 RT 42
81,M,159,Célibataire,0,false,5268 AK 58
50,M,532,Seul,0,false,40 RD 69
54,M,205,Divorcée,3,false,8653 IP 90
24,M,215,Célibataire,0,false,9288 EK 96
57,Féminin,162,En Couple,0,true,7097 GL 56
40,F,460,Célibataire,0,false,5733 OW 27
49,F,569,Célibataire,0,false,8828 WX 62
70,M,580,Célibataire,0,false,615 PM 92
31,M,238,En Couple,0,true,3888 UC 91
19,M,417,Célibataire,0,false,8173 UT 76
20,M,213,En Couple,0,false,4650 SN 44
24,M,1277,En Couple,4,false,7586 ZN 66
78,M,205,En Couple,1,false,538 FJ 93
76,M,478,En Couple,1,false,4938 BO 83
56,M,479,En Couple,0,false,8360 JV 88
25,M,216,En Couple,2,false,899 JC 88
50,M,526,Célibataire,0,false,8058 FO 47
26,M,513,En Couple,1,true,1239 LJ 29
84,F,218,En Couple,3,false,3003 HZ 17
47,M,1077,En Couple,0,false,8310 KU 59
34,F,156,En Couple,3,false,8771 IG 51
24,M,432,Célibataire,0,false,5774 RM 74
27,M,551,Célibataire,0,false,3731 YU 81
45,M,1229,En Couple,2,false,4004 SI 58
49,F,967,En Couple,1,false,1351 OU 38
53,F,464,En Couple,2,false,8714 UC 16
53,F,470,En Couple,1,false,7732 CM 20
49,F,407,En Couple,0,false,4009 MI 61
19,M,530,Célibataire,0,false,9929 DH 93
26,M,826,En Couple,1,true,2917 XF 25
57,M,793,Célibataire,0,false,223 OF 90
25,M,527,En Couple,1,false,8462 UB 10
22,M,762,En Couple,4,false,7419 JS 65
20,F,493,En Couple,1,false,2459 XA 65
73,M,245,Célibataire,0,false,1529 NP 90
28,F,502,En Couple,1,false,3310 MI 71
84,M,725,Célibataire,0,false,8864 IH 21
40,M,527,Seule,1,false,3156 FR 78
30,M,451,En Couple,0,true,866 OY 62
25,F,506,En Couple,3,false,9492 WG 51
43,F,483,En Couple,1,false,5962 YI 18
46,M,231,En Couple,1,false,1949 HC 78
23,F,862,Célibataire,0,false,5437 WI 93
73,F,747,En Couple,2,false,346 NF 16
38,F,884,En Couple,1,false,5116 JU 12
33,M,517,En Couple,4,false,7983 WS 13
53,F,1283,Célibataire,0,false,7822 BM 71
21,F,467,En Couple,2,false,778 JF 72
19,M,544,En Couple,1,true,9032 MR 93
38,M,470,En Couple,0,false,1381 LM 29
49,M,478,En Couple,2,false,8294 CE 34
71,M,411,En Couple,1,false,5216 JI 64
21,M,1253,En Couple,3,true,7792 DT 98
63,M,424,Seule,3,false,9785 CO 42
38,M,548,En Couple,3,false,4328 HQ 62
20,M,492,En Couple,4,true,8069 ZP 43
54,F,470,En Couple,0,false,696 HH 72
29,M,1043,En Couple,0,true,7766 WB 71
81,F,1227,Célibataire,0,false,199 FY 94
29,M,907,Célibataire,0,?,9892 QO 60
29,M,239,En Couple,4,false,8114 FE 16
81,F,491,En Couple,0,false,9126 YZ 63
22,M,593,En Couple,0,true,3460 DY 83
53,Féminin,706,En Couple,2,false,8440 HB 96
29,Masculin,1173,En Couple,2,false,944 WZ 27
30,M,180,En Couple,2,false,9140 TH 16
30,M,576,En Couple,4,false,5747 LU 36
29,F,454,En Couple,0,false,4347 FA 92
49,F,414,En Couple,2,false,1829 XC 98
55,M,766,En Couple,4,false,7514 RC 50
60,F,167,En Couple,1,true,2982 MK 75
66,M,463,En Couple,1,false,6792 QU 40
35,M,716,Seule,2,false,6338 TI 37
48,F,158,En Couple,0,true,6468 UR 97
57,M,434,En Couple,4,true,9535 BO 54
47,F,433,En Couple,2,false,7177 KW 69
41,F,232,Célibataire,0,false,7404 CN 59
35,M,524,En Couple,2,false,1130 BH 55
36,F,1338,En Couple,4,false,3378 SC 75
39,M,468,En Couple,4,false,6120 CC 43
27,M,441,Seule,1,false,9508 GW 67
43,M,200,En Couple,0,true,4713 IJ 39
37,M,233,En Couple,4,false,4944 PG 35
52,M,1154,En Couple,1,false,8208 HX 25
31,F,430,Célibataire,0,false,7612 BS 25
58,M,592,En Couple,2,false,2058 DM 60
18,M,534,Célibataire,0,false,9260 RO 14
66,F,828,Célibataire,0,false,6092 WB 23
46,M,458,Célibataire,0,false,2808 TM 54
37,M,1063,N/D,3,false,6792 KH 14
49,M,528,En Couple,2,false,5320 ZW 87
35,F,1015,Célibataire,0,false,5734 CH 19
57,M,1291,Célibataire,0,false,7962 RX 14
19,M,405,Célibataire,0,false,2109 WW 48
73,M,466,Célibataire,0,false,4775 WG 27
44,F,785,En Couple,1,false,5273 DA 51
35,M,823,En Couple,1,false,2451 OT 23
28,M,216,En Couple,4,false,3860 OI 84
31,F,467,Célibataire,0,false,3852 HQ 77
30,M,459,Célibataire,0,false,2895 KD 94
61,F,1358,Célibataire,0,false,9336 CS 81
43,F,1130,Célibataire,0,false,3335 VO 36
32,M,535,En Couple,1,true,2521 IU 24
21,M,514,En Couple,2,false,6242 TF 89
47,F,1131,En Couple,0,false,8698 OV 60
18,M,202,En Couple,1,false,3073 RX 31
71,M,541,En Couple,0,false,1248 WE 36
29,M,813,Célibataire,0,false,5982 UQ 45
73,F,831,Célibataire,0,false,5723 UV 94
43,F,1162,Célibataire,0,false,7485 UX 19
79,M,527,En Couple,1,false,1860 UM 73
?,M,1249,En Couple,1,true,3420 PQ 76
20,F,754,En Couple,0,false,8399 YK 23
29,M,487,En Couple,1,false,5332 QV 38
49,M,230,En Couple,0,false,6696 GO 41
78,M,402,Célibataire,0,false,1895 DD 38
36,M,159,Célibataire,0,false,6967 BG 19
27,M,1157,En Couple,0,false,4850 GT 70
22,M,159,En Couple,0,false,7918 VY 18
41,F,430,En Couple,2,false,1082 GX 45
64,M,415,Célibataire,0,false,7127 QO 82
19,M,554,Célibataire,0,false,496 BL 91
23,M,447,En Couple,2,false,280 DM 57
21,M,1179,Célibataire,0,false,1167 BI 95
26,F,593,Célibataire,0,false,8496 WX 78
38,M,573,En Couple,2,false,3002 QJ 57
25,Masculin,531,En Couple,0,false,1993 EF 52
71,F,541,En Couple,4,false,8672 LY 26
44,F,864,En Couple,2,true,8246 MT 93
76,M,584,Célibataire,0,false,7994 LL 27
35,F,181,En Couple,0,false,5027 EJ 92
48,M,565,En Couple,0,false,3785 RQ 25
57,F,740,En Couple,3,false,666 KU 15
53,F,508,Célibataire,0,false,3978 WI 49
33,M,506,Seule,3,false,4282 SU 51
42,M,414,En Couple,2,false,4419 UG 74
25,M,808,En Couple,3,true,9807 KB 72
39,F,1069,Seul,0,false,6789 HJ 15
34,M,517,Célibataire,0,false,8527 VQ 29
42,M,200,En Couple,1,false,585 SA 85
41,F,520,En Couple,1,false,2249 OF 83
25,M,177,En Couple,1,false,5941 BX 70
65,F,559,En Couple,3,true,4501 FN 39
25,M,465,En Couple,4,false,6246 IB 55
26,M,555,En Couple,3,false,8264 OG 86
32,M,435,Célibataire,0,false,6149 VS 19
36,M,486,En Couple,2,false,4303 IH 83
75,M,472,Divorcée,3,false,2852 QV 68
53,M,516,Célibataire,0,false,4480 SU 75
22,F,182,En Couple,3,true,7760 KM 18
24,F,233,En Couple,0,false,222 NZ 27
25,F,541,Célibataire,0,false,9230 UX 51
21,M,541,Célibataire,0,false,7428 VP 82
24,F,227,En Couple,0,false,4831 IT 28
35,M,435,Seule,3,false,9926 MJ 87
24,F,1348,Célibataire,0,false,7486 YG 37
45,M,413,En Couple,4,false,197 LD 87
44,F,416,En Couple,2,false,7246 HZ 74
81,M,408,En Couple,3,false,4057 RU 61
48,M,1352,En Couple,0,false,9406 MT 29
29,M,202,Seule,1,false,8710 XT 42
42,M,182,En Couple,1,false,3894 RP 84
54,F,560,En Couple,1,false,3129 FW 91
26,F,567,Célibataire,0,false,3209 RU 25
20,M,566,Célibataire,0,false,9882 SR 24
28,F,558,En Couple,4,true,7715 JD 37
55,M,1158,Célibataire,0,false,9370 BW 55
76,M,430,Célibataire, ,false,6826 HR 90
32,M,497,Célibataire,0,false,7428 RS 23
28,M,161,En Couple,2,false,3343 CW 43
74,M,995,Célibataire,0,false,1005 RS 18
52,M,169,En Couple,3,false,5868 RY 64
18,M,227,En Couple,2,false,8213 NQ 64
31,M,747,Célibataire,0,false,4564 RZ 51
70,M,1232,En Couple,2,false,1317 MY 43
71,M,409,En Couple,2,false,9559 KQ 22
50,M,550,Seule,2,false,6048 BX 64
32,M,1071,En Couple,3,false,3213 CV 76
55,M,546,En Couple,1,true,8964 RE 27
34,M,188,En Couple,2,false,5704 NL 51
21,M,712,En Couple,4,false,5752 FT 46
23,F,759,En Couple,0,false,7461 TU 12
38,M,460,En Couple,0,false,2765 SU 57
70,M,420,En Couple,0,false,3289 BK 83
34,M,579,Célibataire,0,false,671 JM 20
27,F,464,En Couple,4,false,2261 UU 26
24,M,467,En Couple,1,false,5619 LG 26
44,M,867,En Couple,2,false,1971 CE 28
20,F,576,En Couple,2,false,1144 VW 58
46,M,593,En Couple,4,true,2552 QR 47
21,M,526,En Couple,2,true,8120 TX 21
75,F,231,Célibataire,0,false,7266 NG 61
40,M,1306,En Couple,3,false,1621 DS 22
18,M,1338,En Couple,2,false,6506 EQ 80
18,M,932,En Couple,0,false,1886 NV 47
25,F,1388,En Couple,0,false,3041 WC 32
22,F,555,En Couple,2,false,9273 CE 30
73,F,441,Célibataire,0,false,2995 DM 82
44,M,725,En Couple,1,false,2280 VD 50
45,M,474,Célibataire,0,false,6808 TI 24
76,M,198,En Couple,2,false,1046 DN 79
28,F,1137,En Couple,3,true,6192 DH 89
37,M,173,En Couple,1,false,601 EZ 76
65,M,523,En Couple,0,false,5732 UM 30
79,F,991,Célibataire,0,false,3695 CJ 58
23,M,512,En Couple,0,false,6794 LZ 59
48,M,445,En Couple,3,false,3602 OI 79
77,M,172,En Couple,0,false,4975 RF 57
63,F,217,Célibataire,0,false,9222 HM 42
31,M,586,En Couple,3,true,972 AC 38
23,F,223,En Couple,4,true,8472 YS 23
32,M,491,En Couple,4,false,2034 HX 23
79,M,574,En Couple,3,false,5854 PQ 98
34,M,1150,En Couple, ,true,256 TF 83
44,F,201,Célibataire,0,false,6715 UI 75
73,F,1093,En Couple,4,true,538 QS 90
43,F,516,En Couple,2,false,5849 PV 52
59,M,479,Seule,1,false,6081 CG 66
84,M,196,Célibataire,0,?,5022 PY 92
72,M,912,Célibataire,0,false,4911 HS 31
56,M,245,En Couple,2,false,2218 SQ 18
58,M,439,En Couple,0,false,6873 FD 17
40,F,482,En Couple,4,false,9333 LD 16
73,M,730,Célibataire,0,false,4445 BI 30
64,M,996,En Couple,0,false,179 SS 46
21,M,159,Célibataire,0,false,3091 HA 14
69,F,473,En Couple,0,false,1041 GL 96
32,M,206,En Couple,2,false,2446 RF 94
76,M,429,En Couple,2,false,5495 NN 38
31,M,417,En Couple,2,false,5466 JU 55
59,M,590,En Couple,0,false,8805 GN 85
35,F,230,Célibataire,0,false,6221 HK 60
40,F,182,En Couple,3,false,4375 JV 24
18,M,562,En Couple,4,true,5431 ZN 61
71,M,555,En Couple,1,false,4963 HH 41
18,M,482,Célibataire,0,false,5667 WH 88
38,M,213,Célibataire,0,false,6472 EZ 55
36,M,1114,En Couple,1,false,7526 WM 34
25,F,506,En Couple,2,false,5487 EO 93
45,M,1290,Célibataire,0,false,9549 QR 73
51,F,169,En Couple,2,false,7339 XM 65
25,F,741,En Couple,1,false,5649 WY 89
18,M,220,En Couple,1,false,6058 OV 47
22,F,442,En Couple,1,false,7411 KK 70
19,M,583,En Couple,2,true,4531 KW 39
79,M,1053,En Couple,1,false,4513 NI 52
19,F,434,En Couple,1,false,5847 ZX 93
32,M,1213,Célibataire,0,false,3457 TW 36
56,M,179,En Couple,0,false,7426 BZ 47
65,M,516,En Couple,2,true,3795 TE 37
58,M,1291,Célibataire,0,false,952 BJ 79
21,M,520,En Couple,4,false,1218 ED 75
74,F,457,En Couple,4,false,3242 PY 54
48,M,599,En Couple,1,false,4480 RK 23
43,F,473,Célibataire,0,false,1457 TS 70
55,M,1281,Célibataire,0,false,8094 TU 70
23,M,218,En Couple,0,true,5503 DI 42
81,Homme,556,En Couple,2,false,9443 YM 17
52,M,834,Célibataire,0,false,5202 JI 58
24,M,947,En Couple,1,true,8562 HQ 28
51,M,1107,Célibataire,0,false,3826 ZR 18
18,M,539,Célibataire,0,false,3239 WM 36
53,F,597,En Couple,3,false,3120 XS 22
22,M,1047,En Couple,1,false,5160 KO 92
43,M,561,Seule,3,false,9607 JR 25
52,M,482,En Couple,1,false,7525 VD 17
25,M,235,En Couple,0,true,3613 AQ 24
23,F,1360,Célibataire,0,false,5177 OS 83
30,F,541,En Couple,1,false,864 AX 83
46,M,518,En Couple,1,false,7433 PT 69
52,M,1328,En Couple,4,false,1018 MP 74
41,M,423,En Couple,3,false,9281 HZ 10
28,F,441,En Couple,4,true,2766 RS 22
44,M,542,En Couple,0,false,2268 BU 91
76,F,150,Célibataire,0,false,5595 UT 34
27,M,249,En Couple,2,false,8411 IE 53
76,M,204,En Couple,1,false,2342 AT 86
44,F,1381,En Couple,0,false,9578 JT 34
47,M,809,En Couple,2,false,8097 AN 43
72,F,171,En Couple,3,false,7695 ZK 51
24,M,541,En Couple,1,false,4184 WV 80
18,M,593,En Couple,1,false,5084 NM 61
45,M,1049,En Couple,2,false,3873 KC 47
63,M,240,Célibataire,0,false,7450 VN 23
54,F,454,Célibataire,0,false,6425 MS 72
71,M,1053,En Couple,2,true,5822 MA 53
82,M,486,En Couple,4,true,7595 QF 22
83,M,795,En Couple,3,false,6406 OX 32
45,M,815,En Couple,1,false,4537 JI 53
31,M,436,En Couple,1,false,9610 ON 51
19,M,235,Seule,2,false,9986 IR 37
50,F,498,En Couple,0,?,7165 FY 33
60,M, ,En Couple,4,false,6205 LK 15
28,F,423,En Couple,3,false,9322 RN 85
57,M,494,Célibataire,0,false,6634 XL 34
56,M,424,Célibataire,0,false,8169 FR 32
67,Masculin,1253,En Couple,3,false,5445 LM 98
78,M,904,En Couple,0,false,6921 DS 41
19,M,841,Seule,2,false,6788 WL 87
21,M,747,En Couple,2,false,9397 BK 58
18,F,598,Célibataire,0,false,2118 BW 82
63,F,441,En Couple,1,false,8226 BL 65
18,F,455,Célibataire,0,false,3011 IK 82
49,M,499,En Couple,3,false,5196 TS 54
18,F,469,Célibataire,0,false,4944 EJ 56
79,M,245,Célibataire,0,false,4510 EN 93
25,M,491,En Couple,0,false,9626 TL 87
21,M,404,En Couple,2,false,1528 OW 48
22,M,712,En Couple,4,false,4103 UB 91
84,F,992,En Couple,1,false,9144 BB 74
28,M,567,En Couple,4,false,1706 VT 67
78,M,163,En Couple,1,true,6388 QR 21
44,F,1166,En Couple,3,false,1726 GU 13
47,F,515,En Couple,0,false,716 YJ 22
25,M,904,Célibataire,0,false,5335 PT 88
26,M,552,En Couple,0,false,2490 PT 58
22,F,1036,Célibataire,0,false,4262 GL 45
33,F,410,En Couple,4,false,2659 DQ 79
52,M,751,En Couple,0,false,9987 US 61
49,M,587,Célibataire,0,false,2932 RY 92
33,M,1082,En Couple,0,false,7139 HB 68
79,M,547,En Couple,0,false,2919 IQ 59
53,M,553,En Couple,0,false,4513 IT 97
63,M,567,Célibataire,0,false,3342 NI 44
76,M,1002,En Couple,3,false,5478 XZ 20
21,M,809,En Couple,3,false,7828 JM 75
36,F,1310,Célibataire,0,false,482 XF 30
24,F,400,En Couple,0,false,321 BG 47
49,M,189,En Couple,3,false,5010 CJ 29
29,M,1084,Célibataire,0,false,372 OH 47
49,M,163,Célibataire,0,false,7946 HF 45
84,Homme,409,Célibataire,0,false,7064 MW 93
21,M,535,Seule,2,false,6074 OF 84
72,M,197,Célibataire,0,false,8737 SB 63
46,F,207,En Couple,1,false,1899 LS 54
29,M,239,Célibataire,0,false,7662 QX 22
22,M,441,Célibataire,0,false,7473 BQ 14
58,F,421,En Couple,3,false,9846 YR 77
48,M,1123,En Couple,0,false,9032 IS 81
68,F,1377,Célibataire,0,false,2909 JW 97
37,M,540,En Couple,1,false,4088 PP 32
50,Masculin,1356,Célibataire,0,false,174 EQ 77
33,M,243,En Couple,0,false,6770 UJ 80
43,M,485,Célibataire,0,false,3535 FH 97
23,M,526,En Couple,4,false,1314 WP 10
18,M,406,En Couple,2,true,4034 BN 92
38,F,151,En Couple,1,false,9533 DN 80
21,F,498,Célibataire,0,false,6448 AG 29
27,F,559,En Couple,4,false,6626 EV 21
52,M,993,Célibataire,0,false,1565 FH 95
28,M,502,En Couple,2,false,7915 CU 90
68,M,868,En Couple,3,false,9145 NJ 63
54,F,515,En Couple,1,true,4922 MJ 25
36,F,547,En Couple,4,false,9243 XW 93
39,F,158,Célibataire,0,false,4846 YB 40
34,F,1038,Seul,0,false,6757 YB 32
24,M,451,En Couple,3,true,9789 MT 68
50,M,1387,En Couple,1,true,7349 DS 50
84,M,170,En Couple,1,false,1673 IT 36
37,M,445,En Couple,2,false,2479 GM 40
63,M,591,Célibataire,0,false,2925 ZK 86
50,F,1224,En Couple,2,false,3957 UP 54
22,M,579,Célibataire,0,false,3551 IZ 72
33,F,592,En Couple,0,false,7537 QJ 33
58,M,1090,En Couple,4,false,1789 TJ 43
41,M,550,Célibataire,0,false,4775 BC 34
26,M,1170,En Couple,2,false,1874 AC 76
65,M,1278,En Couple,0,false,1654 LR 78
83,F,505,En Couple,0,false,4255 ZW 48
84,M,180,En Couple,2,true,1157 AD 85
76,F,520,En Couple,4,false,2004 NT 22
38,M,415,En Couple,2,false,904 OV 83
65,M,457,En Couple,0,false,8518 KN 89
46,M,1243,En Couple,2,true,8969 KL 66
21,Femme,164,Célibataire,0,false,6920 KJ 39
44,M,452,Célibataire,0,false,6561 ZD 62
23,M,209,En Couple,1,false,612 XF 11
57,M,162,En Couple,1,false,8110 VT 57
18,F,535,En Couple,4,false,3089 DJ 98
21,F,907,En Couple,1,false,396 ZB 92
81,M,795,En Couple,0,false,9612 RB 61
19,M,1336,En Couple,0,false,5423 BY 70
28,F,480,En Couple,1,false,192 DD 38
19,F,440,Célibataire,0,false,9572 XL 70
18,M,1227,Célibataire,0,false,112 JR 83
45,M,532,En Couple,1,false,613 VC 65
44,M,537,En Couple,1,false,1897 RH 83
51,M,558,En Couple,0,false,5027 OS 47
49,M,218,Célibataire,0,false,9539 OX 60
53,F,577,En Couple,4,false,1628 QT 12
23,M,478,En Couple,4,false,1934 TZ 92
24,M,947,Célibataire,0,false,1028 FY 24
38,F,443,Célibataire,0,false,9575 RH 26
29,F,242,En Couple,2,false,7405 QB 70
69,M,244,En Couple,0,false,9218 VM 81
33,F,534,En Couple,0,false,2417 GY 61
67,M,484,En Couple,3,false,4847 WH 59
27,Masculin,599,En Couple,3,false,612 SQ 31
19,F,735,En Couple,1,false,679 GV 52
23,F,153,En Couple,4,true,6484 KK 30
55,M,483,En Couple,2,true,7405 SG 24
27,F,1000,En Couple,1,false,9291 MD 85
58,M,421,Célibataire,0,false,8303 DQ 52
75,M,228,Célibataire,0,false,7561 PW 90
49,M,553,En Couple,1,true,9011 UH 21
51,Homme,1097,En Couple,4,false,2796 GM 41
43,M,982,En Couple,0,false,8989 VC 62
61,M,592,Célibataire,0,false,2393 VT 18
58,F,202,En Couple,1,false,7941 WY 49
52,F,1178,En Couple,4,false,1825 NI 91
50,M,493,En Couple,1,true,4851 GQ 36
22,M,224,En Couple,2,false,4335 SQ 15
20,M,247,En Couple,1,false,741 PF 62
28,F,451,En Couple,2,false,6919 KP 73
52,M,597,Célibataire,0,false,3204 WM 25
35,M,164,En Couple,1,true,5302 YO 21
24,M,1241,En Couple,0,true,6277 DV 69
49,M,513,En Couple,4,false,6358 XP 71
80,F,1293,En Couple,4,true,8515 QE 13
53,M,506,Célibataire,0,false,8040 GR 51
32,M,209,En Couple,0,false,9063 GP 83
42,F,434,En Couple,4,false,1177 BR 28
46,M,221,En Couple,2,false,7506 ZW 34
29,M,436,En Couple,4,false,6784 IZ 72
39,M,206,Célibataire,0,false,1839 HL 80
22,Homme,187,Célibataire,0,false,3003 EA 44
32,M,800,Célibataire,0,false,1268 PT 21
42,M,752,Célibataire,0,false,8919 VK 21
18,M,489,Célibataire,0,false,4447 IU 75
18,M,410,En Couple,0,false,6135 GR 25
81,F,167,Célibataire,0,false,2106 UW 21
29,F,228,Seule,3,false,7417 WP 59
76,Masculin,527,Célibataire,0,false,1625 BZ 34
55,M,718,En Couple,2,false,1846 OE 88
52,M,870,En Couple,0,true,8104 WL 77
53,F,1333,En Couple,3,true,9425 EG 78
23,F,747,En Couple,0,false,479 OA 66
27,M,752,En Couple,4,false,7844 UU 92
58,M,575,Célibataire,0,false,4688 IT 77
52,F,743,En Couple,4,false,5432 EI 46
